depth	min	max	median	wmean
265.5	4411.8	4848	4638.8	4643.4
266.5	4440.5	4860.6	4658.5	4663.5
267.5	4460	4880.5	4678.8	4683.7
268.5	4476.8	4907.8	4699.6	4704.1
269.5	4488.5	4940.9	4719.3	4724.3
270.5	4502.8	4970.4	4739.7	4744.2
271.5	4518.2	4995.5	4760.3	4764.7
272.5	4531.3	5026	4781.9	4785.2
273.5	4541.4	5063.3	4802	4805.5
274.5	4552.2	5103.7	4821.2	4825.5
275.5	4566.7	5132.8	4840.6	4846.2
276.5	4588.9	5153.5	4861.6	4867.4
277.5	4604.6	5180	4881.5	4888.4
278.5	4620.8	5209.2	4902.4	4909.7
279.5	4633.5	5246	4921.8	4930.4
280.5	4648.7	5271.9	4941.8	4950.5
281.5	4668.7	5289.5	4961.7	4971
282.5	4686.9	5315.1	4983.3	4991.3
283.5	4703.6	5336.4	5003.9	5011.7
284.5	4717.7	5364.1	5023.9	5032
285.5	4736.1	5387.3	5044.8	5052.8
286.5	4757.6	5409.3	5066.6	5074.3
287.5	4772.8	5431.4	5089	5095.6
288.5	4786.2	5455.3	5109.9	5117
289.5	4795.7	5485.6	5131.8	5137.8
290.5	4815.6	5508.3	5151.7	5157.6
291.5	4836.6	5525	5172.1	5177.3
292.5	4852.4	5543.4	5193.3	5197.1
293.5	4866.8	5564.2	5214.8	5216.6
294.5	4880.5	5588.9	5232.4	5235.9
295.5	4899	5608.6	5253.1	5256
296.5	4919.6	5626.1	5274.6	5276.6
297.5	4938.1	5643.2	5295.1	5296.8
298.5	4950.9	5663.7	5316.4	5317.5
299.5	4965.7	5686.3	5336.4	5337.8
300.5	4984.9	5708	5357.4	5358.5
301.5	5009.9	5720.9	5378	5378.4
302.5	5033.3	5739.2	5398.6	5398.8
303.5	5050.1	5758.3	5420	5419.2
304.5	5066.8	5779.3	5441.1	5439.3
305.5	5088.8	5796.1	5460.7	5459.2
306.5	5111.3	5812.1	5480.4	5478.7
307.5	5133.4	5828.5	5500.8	5497.9
308.5	5153.6	5846.5	5520.7	5517.5
309.5	5168.9	5862.1	5540.4	5536.8
310.5	5191.1	5880.5	5561.2	5557.3
311.5	5219.9	5898.6	5581.2	5578.8
312.5	5241.1	5916.8	5602.4	5600.5
313.5	5259.3	5937.7	5623.9	5622
314.5	5276.8	5964.7	5644.6	5642.7
315.5	5300	5983.9	5664.5	5662.7
316.5	5327.6	5993	5683.3	5681.9
317.5	5350.4	6007.8	5702.4	5700.8
318.5	5367.8	6022.5	5721.7	5719.9
319.5	5390.1	6041.4	5740.1	5739
320.5	5416.6	6057.4	5759.7	5758.9
321.5	5448.6	6071.1	5781.3	5780.2
322.5	5471.3	6088.4	5804	5801.1
323.5	5494.4	6105.5	5826.3	5822.6
324.5	5515.2	6125.2	5847.8	5843.7
325.5	5541.7	6140.3	5869.4	5864.9
326.5	5573.4	6152.4	5888.9	5885.4
327.5	5602	6164.9	5910.4	5906.5
328.5	5623.9	6177.7	5932.2	5927.5
329.5	5644.2	6198	5952.9	5948.5
330.5	5673.8	6214.4	5972.2	5969.3
331.5	5712.4	6225.9	5990.3	5989.6
332.5	5747.8	6236	6010	6010
333.5	5776	6253.2	6030.6	6030.3
334.5	5801	6271.9	6051.9	6050.8
335.5	5835.6	6285.8	6072.2	6071.7
336.5	5881.1	6296.2	6094.9	6093.3
337.5	5920	6309.4	6118.2	6115.1
338.5	5946.4	6328.3	6140.4	6136.7
339.5	5962	6358.9	6160.9	6159.1
340.5	5980.6	6389.9	6184.7	6183.4
341.5	5999.9	6423.3	6210.8	6210.1
342.5	6014.6	6468	6235.9	6236.9
343.5	6026.3	6523.5	6260.7	6263.7
344.5	6035.9	6586.4	6284	6290.7
345.5	6053	6630	6309.2	6317.4
346.5	6073.7	6659.9	6337	6344.7
347.5	6088.3	6696.5	6362.7	6371.6
348.5	6102.5	6743.4	6388.6	6398.6
349.5	6114.6	6793.5	6413.6	6425.4
350.5	6134	6825.6	6440	6452.4
351.5	6160.9	6847.7	6469.2	6480.5
352.5	6184.1	6875.2	6497.4	6508.4
353.5	6202.5	6905.7	6524.3	6536
354.5	6220.1	6947.4	6550.9	6563.7
355.5	6242.6	6981.3	6578.8	6591.3
356.5	6274.1	7007.1	6605.2	6618.7
357.5	6297.7	7035.4	6631.3	6645.8
358.5	6319.1	7063.9	6658.8	6673
359.5	6336.6	7096.3	6685.8	6700.3
360.5	6360.2	7120.8	6713.3	6726.8
361.5	6391.6	7140.4	6741.4	6754.4
362.5	6415	7162.5	6771.1	6781.7
363.5	6436.4	7190.5	6802.4	6809.4
364.5	6453.7	7222.9	6830.4	6836.3
365.5	6479.1	7250.6	6858	6863.9
366.5	6512.4	7270.2	6887.5	6891.5
367.5	6535.7	7298.1	6916	6919.4
368.5	6558.1	7332.8	6943.9	6946.9
369.5	6575.8	7368.7	6972.2	6974.3
370.5	6606.1	7397.5	6998.6	7001.7
371.5	6642.6	7416.2	7027	7029.8
372.5	6672.7	7441	7055.3	7057.9
373.5	6699.6	7471.2	7084.4	7085.9
374.5	6717.7	7502.3	7113.7	7113.1
375.5	6746.9	7527	7141.3	7140.3
376.5	6778.5	7546.6	7168.8	7167.9
377.5	6803.6	7568	7196.3	7194.9
378.5	6825.9	7586.9	7223.3	7222.2
379.5	6846.4	7613.9	7251.2	7249.6
380.5	6880	7639	7279.9	7276.9
381.5	6922.5	7652.8	7308.3	7303.9
382.5	6953.6	7672.8	7336.8	7331.2
383.5	6973.3	7692.7	7364.3	7358.3
384.5	6992.8	7716.1	7394.1	7385.2
385.5	7025.8	7740	7421.2	7413
386.5	7071.5	7752.5	7450.2	7441.5
387.5	7104.9	7770	7479.8	7470
388.5	7138.1	7790.5	7510.5	7498.7
389.5	7160.4	7814.1	7541.5	7527.4
390.5	7200.8	7833.5	7569.2	7555.7
391.5	7251.5	7844.9	7594.5	7583.2
392.5	7287.6	7860.3	7621.4	7611.2
393.5	7321.5	7880.7	7648.4	7638.8
394.5	7351.7	7905.3	7678	7667.1
395.5	7403.6	7925	7702.1	7694.4
396.5	7469.7	7937.2	7724.8	7721.2
397.5	7531.5	7948.8	7747.6	7748.6
398.5	7581.1	7964.1	7772.7	7776.4
399.5	7624.6	7985.7	7799	7804.4
400.5	7652.8	8011.4	7824.4	7830
401.5	7668.2	8043.6	7848.2	7853.5
402.5	7683.2	8085.3	7870.4	7876.8
403.5	7693.5	8134.1	7891	7899.4
404.5	7701.4	8186.7	7910.2	7921.9
405.5	7719.8	8222.9	7931.2	7944.9
406.5	7738.7	8246.8	7955.7	7968.4
407.5	7753.3	8273.6	7979.3	7991.8
408.5	7765.1	8306.4	8004	8015.3
409.5	7779	8345.2	8026.7	8038.9
410.5	7798	8383.8	8049.5	8062
411.5	7819.5	8406.5	8074.5	8085.5
412.5	7835.3	8434.8	8099	8109.6
413.5	7846.8	8465.9	8121.9	8133.4
414.5	7859	8505.9	8145.1	8157.3
415.5	7876.5	8535.1	8168.3	8180.9
416.5	7901.8	8553.3	8193.7	8204.6
417.5	7921.5	8577.7	8218.3	8228.5
418.5	7935.7	8607	8242.9	8252.2
419.5	7950.1	8641.1	8268.9	8276.1
420.5	7967.8	8666.5	8291.3	8299.2
421.5	7990.9	8686.9	8313.7	8321.9
422.5	8009.5	8708.4	8336.5	8345
423.5	8025	8738	8361.1	8368.1
424.5	8037.9	8765.5	8382.1	8390.6
425.5	8061.1	8794.3	8404.4	8413.8
426.5	8088.2	8813.3	8428.3	8437.5
427.5	8109.8	8838.5	8450.9	8461.4
428.5	8128	8867.5	8473.4	8484.9
429.5	8141.6	8900.1	8496.6	8508.1
430.5	8163.9	8927.3	8519.1	8531.3
431.5	8192.2	8945.3	8543.1	8555.4
432.5	8216.6	8970.4	8570.4	8579.8
433.5	8238.3	8998.7	8595.7	8604.3
434.5	8254.8	9023.6	8620.5	8628.6
435.5	8278.4	9050.5	8645.1	8653
436.5	8302.8	9070.3	8671.8	8677.9
437.5	8322.3	9090.4	8696.5	8702.5
438.5	8338.6	9112.2	8720.6	8726.7
439.5	8354.3	9144.1	8744.8	8750.7
440.5	8376.4	9168.4	8770.6	8774.2
441.5	8398.9	9188	8794.2	8797.5
442.5	8419.6	9206.1	8818.6	8820.8
443.5	8436.9	9232.6	8842.3	8843.9
444.5	8454.2	9253.9	8867.6	8867.4
445.5	8480.2	9275.2	8891.2	8891.6
446.5	8509.2	9292.9	8916.2	8916.1
447.5	8538.1	9315.8	8942.7	8941
448.5	8561.3	9337.7	8966.9	8965.7
449.5	8584.9	9364	8992.8	8990.4
450.5	8613.3	9384.8	9015.7	9014.8
451.5	8646	9397.3	9038.4	9038.9
452.5	8668.1	9417.3	9061.4	9063.1
453.5	8694.4	9441.8	9086	9087
454.5	8714.3	9465.3	9110.7	9110.6
455.5	8747.8	9482.2	9133.3	9133.7
456.5	8781.3	9495.4	9156.4	9156.9
457.5	8811.3	9511.3	9182.3	9180.8
458.5	8833.1	9528.4	9207.5	9205
459.5	8850.7	9548.4	9232.7	9228.3
460.5	8881.8	9570.6	9256.2	9252.2
461.5	8921.1	9584.7	9279.9	9276.7
462.5	8950.6	9602.1	9305.1	9300.9
463.5	8974.2	9618.6	9331.4	9325.4
464.5	8995.4	9641	9357.4	9349.8
465.5	9029	9660.4	9380.8	9374.4
466.5	9076.5	9675.1	9404.8	9400
467.5	9115.8	9692.2	9429.3	9425.3
468.5	9146.9	9712.9	9454.8	9450.3
469.5	9174.5	9735.3	9481.5	9476.2
470.5	9215.3	9756	9503.5	9500
471.5	9265.6	9773.7	9522.7	9523.1
472.5	9309.2	9791.5	9542.5	9546.4
473.5	9349.7	9807.1	9562.3	9569.6
474.5	9379.5	9830.7	9583.7	9592.8
475.5	9428.8	9853.1	9604.9	9617.9
476.5	9494.9	9877.1	9624.1	9644.1
477.5	9544.8	9902.6	9649	9670.9
478.5	9565.1	9932	9677.5	9697.5
479.5	9578.4	9965.1	9706.1	9724.4
480.5	9595.2	10002.9	9733.7	9751.1
481.5	9614.7	10026.2	9762.5	9777.7
482.5	9627.1	10055.5	9788.9	9803.9
483.5	9636	10097.5	9814.3	9829.9
484.5	9643.7	10153.8	9838.1	9856
485.5	9658.6	10190.9	9862.8	9881.5
486.5	9677.7	10215.2	9889.9	9907.2
487.5	9691.6	10244.4	9916.1	9932.7
488.5	9701.2	10280	9940.8	9957.8
489.5	9712.9	10320.9	9965.3	9982.7
490.5	9732.5	10353.4	9989.9	10007.5
491.5	9756.3	10374.3	10015.5	10032.4
492.5	9774.9	10400.1	10040.6	10057.5
493.5	9790	10431.9	10067.4	10082.3
494.5	9803.1	10470.7	10091.9	10107.2
495.5	9823.9	10500.1	10118.4	10133.2
496.5	9848.3	10519.5	10146	10159.5
497.5	9868.3	10536.9	10173.3	10186.2
498.5	9883.5	10569	10200	10212.7
499.5	9901.3	10604.7	10225	10239.4
500.5	9923	10635.9	10251.6	10266.2
501.5	9951.8	10657.5	10278.9	10292.6
502.5	9974.7	10680.9	10308.7	10319.2
503.5	9993.8	10708.2	10337.5	10345.8
504.5	10011.3	10741.7	10365.3	10372.3
505.5	10036.5	10769.4	10390.8	10398.2
506.5	10063.4	10788.1	10416.9	10423.7
507.5	10087.2	10806.2	10442.8	10449
508.5	10109	10832.2	10470	10474.6
509.5	10125	10862.3	10497.7	10500.4
510.5	10149.6	10884.9	10524.1	10525.9
511.5	10182.7	10902.7	10549.6	10551.7
512.5	10209.6	10920.2	10577.1	10577.7
513.5	10233	10941.3	10603.8	10603.6
514.5	10251.1	10968.1	10630.9	10629.4
515.5	10281	10990.6	10656.5	10654.9
516.5	10315.9	11005.1	10682.2	10680
517.5	10342.4	11022.3	10708.8	10705.5
518.5	10360.4	11045.1	10736.8	10730.3
519.5	10375.1	11073.4	10763.6	10755.7
520.5	10402.6	11093.8	10787.4	10780.3
521.5	10437.1	11103.5	10811.2	10804.5
522.5	10467.5	11117.3	10836.7	10829.4
523.5	10493.7	11136	10861.5	10854
524.5	10517.2	11162	10888.7	10878.5
525.5	10546.3	11179.9	10914.3	10903.8
526.5	10582.6	11190.7	10941.3	10929.7
527.5	10610.7	11204.7	10968.6	10955.3
528.5	10639.5	11219.9	10996.6	10980.9
529.5	10660.1	11240.9	11023.4	11006.8
530.5	10698.7	11254.8	11048.5	11032.5
531.5	10747.7	11265	11074.9	11059.6
532.5	10782.5	11275.8	11102.7	11086.3
533.5	10817.2	11288.1	11130.3	11113
534.5	10845.3	11305.6	11158.4	11139.5
535.5	10884.2	11321	11184.4	11166.7
536.5	10934.9	11329.2	11207.1	11193.5
537.5	10966.4	11342.1	11231.8	11220.6
538.5	10991.7	11364.1	11258	11247.7
539.5	11016.2	11393.2	11285.5	11275.3
540.5	11049.3	11431.3	11311.8	11304.3
541.5	11093.9	11477.1	11337.9	11334.9
542.5	11134.3	11544.8	11362.4	11365.8
543.5	11169.8	11620.5	11386.4	11396.2
544.5	11197.4	11702.7	11410.5	11426.8
545.5	11221.2	11757.7	11439.2	11458
546.5	11254.5	11778.2	11472.6	11489.4
547.5	11280.7	11809.1	11507.1	11520.8
548.5	11300.1	11847.8	11539.8	11552.3
549.5	11313	11902.7	11571.6	11583.9
550.5	11340.8	11943.3	11603	11615
551.5	11373.1	11965.8	11635.2	11646.5
552.5	11400.7	11993.8	11668.8	11677.7
553.5	11421.9	12031.7	11701.2	11708.6
554.5	11435.9	12080.1	11732.3	11739
555.5	11461.6	12114.1	11763	11770
556.5	11492.8	12136.9	11794.5	11800.8
557.5	11516.4	12162.3	11826.4	11831.4
558.5	11537.2	12199.1	11856.5	11862.4
559.5	11550.1	12246.9	11887.4	11892.5
560.5	11572.6	12283.2	11917.3	11922.4
561.5	11602.8	12299.7	11947.9	11951.3
562.5	11625.4	12327.1	11979.9	11981.1
563.5	11648.9	12356.6	12012.9	12011.3
564.5	11668.6	12390.2	12042.7	12041
565.5	11699.5	12419.3	12072.9	12070.4
566.5	11734.3	12436.8	12102.4	12099.7
567.5	11760.9	12456.9	12133.2	12129.4
568.5	11785.1	12486.9	12163.8	12158.4
569.5	11801.5	12523.8	12192.9	12188
570.5	11831.1	12549.9	12220.6	12217.1
571.5	11868.5	12567.1	12253.9	12247.6
572.5	11897.6	12583.2	12286.7	12278.1
573.5	11925.5	12607	12318.7	12309.4
574.5	11950	12640.1	12349.8	12340.3
575.5	11989.9	12666.3	12379.5	12370.9
576.5	12046.3	12676.8	12410.9	12401.2
577.5	12087.3	12690.4	12444.8	12432
578.5	12120.6	12709	12478	12462.7
579.5	12147.5	12732	12511.8	12493.7
580.5	12194.7	12750.8	12541.2	12524
581.5	12258.6	12760.8	12569.5	12555
582.5	12311.2	12769.5	12598.4	12585.9
583.5	12358.3	12784.9	12629.1	12617.1
584.5	12390.3	12802.9	12661.1	12648.1
585.5	12446	12821.9	12689.6	12679.5
586.5	12524	12831.2	12717.6	12711
587.5	12587.7	12844.3	12749	12742.7
588.5	12629.9	12864.9	12782.3	12774.4
589.5	12656.1	12920.8	12810.2	12805.4
590.5	12680.3	12976.5	12837.8	12836.7
591.5	12698.6	13028.7	12865.7	12867.5
592.5	12717.8	13101.1	12891.2	12898.6
593.5	12729.9	13180.9	12915.3	12929.2
594.5	12739.1	13259.7	12937.6	12959.2
595.5	12757.3	13311.9	12964.4	12989.4
596.5	12778.7	13343.2	12996.2	13020.5
597.5	12797.4	13383.4	13029.2	13051.1
598.5	12809.2	13434.1	13059.1	13081.3
599.5	12821.6	13498.6	13088.6	13111.6
600.5	12836.3	13543.7	13116.9	13141.1
601.5	12860.5	13569.5	13146.9	13170.5
602.5	12879.8	13604.7	13177.1	13199.8
603.5	12894.5	13643.7	13207.1	13229.2
604.5	12909.2	13692.7	13236	13258.2
605.5	12931.1	13729.8	13265.7	13288.2
606.5	12954.9	13756.9	13295.7	13318.8
607.5	12975.8	13791.8	13328.2	13349.6
608.5	12995.4	13836.5	13359.4	13380
609.5	13008.4	13884.5	13388.6	13408.7
610.5	13030	13917.9	13418.2	13437.8
611.5	13058.6	13950.5	13450.8	13467.8
612.5	13079.2	13979.6	13483.7	13497.8
