depth	min	max	median	wmean
177.5	2420.1	2955.7	2650.7	2674.3
178.5	2423.7	2986.3	2666.6	2691.2
179.5	2427	3016.8	2684.6	2708.1
180.5	2439.7	3039.1	2704.9	2728.3
181.5	2462.2	3062.1	2730.4	2751.1
182.5	2472	3081.9	2756.4	2773.4
183.5	2494.1	3111.2	2784.4	2796.6
184.5	2514.2	3140.1	2810.4	2819.3
185.5	2522.9	3174	2833.2	2842
186.5	2532.6	3213.4	2855.5	2865.1
187.5	2543.9	3254.6	2878.5	2887.8
188.5	2554.3	3290.4	2899.4	2910.7
189.5	2560.3	3336	2921.5	2933.9
190.5	2567.1	3375.3	2941.6	2956.5
191.5	2577.1	3417	2960.8	2979.5
192.5	2585.5	3464.6	2978	3001.8
193.5	2586.8	3512	2997.5	3025.1
194.5	2593.2	3559.1	3015.5	3047.6
195.5	2599.9	3607.3	3033.4	3070.7
196.5	2606.5	3660.3	3054.5	3093.7
197.5	2614.9	3714.6	3074.1	3116.4
198.5	2620.5	3764.1	3091.1	3139.5
199.5	2625	3816.6	3110.5	3162.1
200.5	2631.1	3866.6	3129.5	3185.8
201.5	2638.5	3922.2	3148	3208.4
202.5	2645.7	3978.4	3168.9	3231.3
203.5	2648.1	4029.7	3187.3	3254.3
204.5	2650.9	4085.3	3206.1	3277
205.5	2652.9	4141.2	3225.3	3299.7
206.5	2657.9	4191.3	3244.3	3323
207.5	2661.2	4249.8	3264.3	3345.4
208.5	2668	4304.8	3282.6	3367.4
209.5	2672.3	4363.1	3301	3390.6
210.5	2691.5	4389.7	3324.4	3413.3
211.5	2731.4	4399.6	3349.2	3436.2
212.5	2763.5	4404.8	3374	3459.3
213.5	2786.1	4414.5	3398.8	3481
214.5	2813.3	4425	3427.5	3504.4
215.5	2831.3	4428.8	3451.3	3527
216.5	2851.7	4439.4	3477.9	3549.3
217.5	2873.1	4448.9	3502.8	3572.8
218.5	2897.6	4454.1	3528.6	3595.2
219.5	2909.9	4461.4	3555.4	3618.2
220.5	2928.7	4468.4	3584.6	3640.9
221.5	2942.4	4481.5	3612.5	3663
222.5	2961.1	4495.4	3638	3685.9
223.5	2981.8	4501.9	3666.9	3709.3
224.5	2996.8	4514.9	3696.3	3731.9
225.5	3015.8	4527	3725.5	3754.4
226.5	3032.1	4540.6	3754.3	3777.7
227.5	3046.9	4549.7	3786.5	3800.8
228.5	3061	4554.5	3817.7	3823.3
229.5	3076.5	4562.1	3844.8	3845.3
230.5	3086.7	4572.8	3868.9	3868
231.5	3104.7	4589.1	3900	3891.7
232.5	3122.7	4607.4	3929.2	3914.3
233.5	3132.6	4629	3954.9	3936.5
234.5	3147.6	4643.8	3980.6	3960.1
235.5	3160.8	4666	4009.9	3982.9
236.5	3180.2	4689	4037.4	4005.2
237.5	3188.1	4707.8	4065	4028.2
238.5	3204.2	4731.3	4093.8	4051.1
239.5	3210.1	4754.2	4120.5	4074.3
240.5	3237.7	4773	4144.9	4096
241.5	3287.1	4780.4	4162.6	4116.9
242.5	3338	4783.3	4182.8	4137.4
243.5	3382.4	4784.8	4197.9	4158.4
244.5	3424.4	4788.8	4217.3	4179.4
245.5	3471.5	4793.8	4236.3	4200.6
246.5	3518.2	4798.6	4254.3	4221.9
247.5	3564.3	4803.3	4273.8	4243.2
248.5	3610.6	4805	4292.4	4264.5
249.5	3661.1	4812	4310.7	4285.9
250.5	3700.5	4820.9	4330.8	4307
251.5	3746.8	4826.3	4347.6	4327.9
252.5	3788.2	4829.5	4367.1	4349.2
253.5	3831.8	4836	4385.4	4370.6
254.5	3874.2	4842.8	4403.2	4391.3
255.5	3915.3	4848.4	4421.8	4412.7
256.5	3956	4855.6	4438.3	4433.6
257.5	3991.7	4864.3	4458.4	4454.8
258.5	4033.5	4868.5	4477.3	4476.1
259.5	4070.2	4872.4	4497.2	4496.7
260.5	4107.2	4881.1	4517	4517.7
261.5	4137	4888.9	4541.1	4539.1
262.5	4178.5	4897.3	4562.8	4560.3
263.5	4219.1	4902	4584.7	4581.1
264.5	4258.5	4911.4	4605.8	4602.8
265.5	4289.6	4918.7	4628.7	4623.7
266.5	4318.6	4928.7	4648.1	4645.5
267.5	4343.4	4936.7	4669.3	4666.6
268.5	4363.4	4948.8	4690.7	4687.8
269.5	4376.8	4964.5	4711.8	4708.9
270.5	4410.5	4978	4729.8	4729.3
271.5	4438.5	4986.8	4748.4	4748.4
272.5	4463.7	4997.6	4768.1	4767.7
273.5	4487.3	5005.9	4785.9	4786.8
274.5	4507.6	5017.7	4804.6	4806.3
275.5	4529.5	5033	4824.8	4825.6
276.5	4560	5057	4844.4	4844.9
277.5	4586.4	5082.3	4863.6	4864.2
278.5	4599.4	5110.6	4882.7	4883.1
279.5	4618.8	5140	4901.2	4902.5
280.5	4631.3	5173.1	4919.7	4922
281.5	4638.6	5205.7	4938.1	4941.4
282.5	4652.6	5239	4959	4960.5
283.5	4661.3	5272.7	4977.7	4979.9
284.5	4670.6	5308.4	4998.3	4999
285.5	4676.8	5340.7	5015.8	5018
286.5	4680.3	5381.4	5032.2	5036.8
287.5	4693.8	5420.1	5048.9	5055.6
288.5	4694.2	5458	5064.7	5074.5
289.5	4706.9	5503.7	5081.6	5093.3
290.5	4713	5545.6	5097.1	5112.4
291.5	4717.8	5588.3	5113.2	5130.8
292.5	4721	5630	5129.9	5149.7
293.5	4729	5666.5	5144.9	5168.6
294.5	4733.6	5703.7	5162	5187.6
295.5	4738.3	5750.4	5178.7	5206.4
296.5	4746.6	5794.3	5195.1	5225.5
297.5	4752.7	5833.3	5212	5243.8
298.5	4758.2	5870	5227.6	5262.7
299.5	4766.3	5913.9	5245.5	5281.8
300.5	4778.2	5940.2	5263.4	5299.6
301.5	4798.9	5946.6	5280.7	5316.6
302.5	4812.9	5953.3	5301	5333.4
303.5	4835.8	5964.2	5319.6	5350.8
304.5	4844.7	5972.6	5337.9	5367.4
305.5	4872.6	5980.7	5357.2	5384.7
306.5	4883.2	5987.3	5379.2	5402.1
307.5	4905.9	5994.2	5398.5	5418.8
308.5	4917.5	6004.9	5418.8	5435.9
309.5	4929.8	6015.6	5440.1	5452.6
310.5	4938.3	6025.7	5461.9	5469.2
311.5	4949.7	6036.5	5483.2	5486
312.5	4965.9	6043.1	5504.5	5503.4
313.5	4980.4	6054.4	5523.4	5520.4
314.5	4991	6065	5542.9	5537.6
315.5	4998.7	6074.8	5560.6	5554.8
316.5	5011.4	6090.4	5582.1	5572
317.5	5021.9	6106.7	5601.1	5588.9
318.5	5031.3	6116.1	5621.2	5606.4
319.5	5044.5	6133.7	5640.6	5623.9
320.5	5057.5	6145.6	5660.5	5640.8
321.5	5066.4	6162.6	5680.1	5657.5
322.5	5076.7	6175.1	5699.4	5674.7
323.5	5085.9	6186.4	5719.1	5691.6
324.5	5097.5	6195.6	5738.7	5708.6
325.5	5109.7	6212.5	5755.2	5725.6
326.5	5121.2	6231	5774.8	5742.7
327.5	5133	6252.3	5793.7	5760.3
328.5	5142.5	6271.5	5813.2	5777.4
329.5	5148.8	6294.4	5829.2	5794.3
330.5	5182.5	6309.6	5851.6	5815.5
331.5	5237.8	6310.9	5871.4	5841.2
332.5	5296.6	6315.2	5895.2	5866.7
333.5	5352.8	6324.4	5917.2	5892
334.5	5412.4	6332.8	5941.8	5918.1
335.5	5475	6341.1	5964.2	5943.5
336.5	5532.5	6348.5	5988.7	5968.9
337.5	5587.1	6358.4	6010.3	5994.6
338.5	5641.7	6364.5	6032.5	6019.6
339.5	5696.3	6373.2	6054.8	6045.7
340.5	5747.8	6383.5	6077.3	6071
341.5	5795.6	6390.2	6099.5	6096.2
342.5	5836.4	6400.5	6122.6	6122.2
343.5	5876	6406.8	6145.9	6147.1
344.5	5917.2	6419.9	6168.9	6172.9
345.5	5953.8	6435	6192	6198.1
346.5	5980.3	6455.5	6217.3	6224
347.5	6005.4	6480.5	6245.1	6250.2
348.5	6020.5	6504.4	6271.6	6276.1
349.5	6047.2	6532.5	6296.2	6302
350.5	6068	6568.3	6320.9	6328.1
351.5	6090.3	6601.7	6347.2	6354.2
352.5	6109	6642.5	6372.5	6380.1
353.5	6123.7	6690.1	6400.3	6406.3
354.5	6136.4	6737.3	6424.9	6432.1
355.5	6152.9	6786.7	6449	6458.1
356.5	6160.1	6842.7	6473.8	6483.5
357.5	6174	6897.7	6498.3	6509.2
358.5	6177.3	6951.4	6523.3	6534.9
359.5	6187.3	7006	6546.4	6560.2
360.5	6208.1	7043.4	6575.1	6588.1
361.5	6245.2	7063.7	6605.9	6618.7
362.5	6281.2	7080.4	6636.7	6649.1
363.5	6307.3	7100.9	6670.4	6679.5
364.5	6339.2	7125.6	6703.8	6710
365.5	6362.9	7147.1	6736.2	6739.9
366.5	6390.6	7172.7	6770.1	6770.6
367.5	6417.3	7197.2	6801.5	6800.5
368.5	6441.6	7223	6831.6	6831.2
369.5	6461.1	7250.6	6863.2	6860.8
370.5	6480.8	7281.4	6895.2	6891.3
371.5	6495.6	7310.7	6925.8	6920.9
372.5	6514.4	7337.7	6958	6951.3
373.5	6531.8	7366.3	6987.4	6981
374.5	6546.8	7398.3	7019.6	7010.8
375.5	6561.3	7431.1	7049.6	7041.1
376.5	6575.9	7466.4	7079.6	7070.6
377.5	6593.4	7504.4	7110.1	7101
378.5	6611	7547.9	7140.7	7131.1
379.5	6623.8	7586.5	7170.2	7160.7
380.5	6635.9	7633.7	7200.7	7190.8
381.5	6651.1	7676.6	7233.8	7221
382.5	6665.4	7721.5	7267.1	7251.4
383.5	6675.2	7766.2	7301	7281
384.5	6685.2	7815	7331.2	7310.5
385.5	6696.6	7871.1	7365.3	7341.4
386.5	6714.7	7915.1	7396.7	7371.2
387.5	6727.3	7959.2	7427.2	7401.1
388.5	6726.7	8003.8	7459.1	7430.8
389.5	6738.9	8048.8	7490.7	7461.3
390.5	6774.5	8078	7517.8	7488.9
391.5	6839.8	8080.1	7543.1	7515.5
392.5	6898.9	8087.5	7570.3	7542
393.5	6955.5	8086.9	7593.9	7568.3
394.5	7013.7	8093.6	7617	7594.1
395.5	7068.4	8101.8	7643.5	7620.7
396.5	7124.9	8102	7665.9	7647
397.5	7179	8112.2	7690.8	7673.5
398.5	7235.1	8117.2	7718	7699.6
399.5	7283.8	8125.1	7738.8	7725.9
400.5	7336.5	8131.7	7764.4	7751.9
401.5	7390.6	8139.7	7787.4	7778.5
402.5	7443.1	8147.6	7811.5	7804.6
403.5	7492.6	8150.4	7834.6	7831.3
404.5	7543.8	8161.9	7858.2	7857.8
405.5	7585.6	8173.5	7882.3	7884.6
406.5	7629.6	8179.5	7908.3	7911.3
407.5	7675.3	8191.3	7933.5	7938.4
408.5	7721.6	8202.2	7958.7	7964.9
409.5	7760.7	8219.3	7983.7	7991.4
410.5	7801	8235.5	8010.3	8018.4
411.5	7836.5	8254.8	8037.5	8045.2
412.5	7862.9	8278.4	8064.8	8071.4
413.5	7889.7	8307.8	8092.9	8098.3
414.5	7912.2	8345.3	8118.9	8125.1
415.5	7928.5	8382.7	8145.9	8151.5
416.5	7943.6	8424.9	8172.3	8178.1
417.5	7952	8471.4	8198.7	8205.1
418.5	7962.9	8514.6	8225.2	8231.6
419.5	7976.8	8561.3	8248.8	8257.7
420.5	7992.2	8591.4	8271.9	8281
421.5	8012.8	8608.7	8292.4	8301.6
422.5	8028.5	8627.6	8313.8	8322.7
423.5	8038	8658.6	8336.4	8343.7
424.5	8053.7	8678.5	8358.3	8364.1
425.5	8061.7	8704.8	8380	8385.3
426.5	8075.1	8733.3	8402.1	8406.1
427.5	8084.3	8760.1	8423.7	8427.4
428.5	8094.3	8790.2	8447	8447.9
429.5	8103.3	8829.2	8467.7	8469.5
430.5	8114.7	8857.8	8488	8490
431.5	8125.2	8892.5	8508	8511.4
432.5	8132.1	8922.2	8528.5	8532.3
433.5	8142.7	8961.3	8548	8553.4
434.5	8147.9	8997.8	8567.2	8574.1
435.5	8160.5	9030.6	8587.3	8594.6
436.5	8165.5	9074.8	8607.7	8616.1
437.5	8166.5	9107.1	8626.9	8636.4
438.5	8176.1	9148.7	8648.2	8658
439.5	8183.5	9189.4	8666	8678.6
440.5	8192.5	9224.4	8687.2	8699.8
441.5	8198.6	9265.4	8706.7	8721.1
442.5	8200.2	9309.3	8724.4	8741.8
443.5	8210	9353.5	8743.8	8762.6
444.5	8211.6	9391.7	8763.5	8783.2
445.5	8218.9	9436	8780.6	8803.7
446.5	8221.5	9477.1	8800.2	8824.6
447.5	8229.6	9526.3	8818	8845.8
448.5	8233.5	9568.5	8838.3	8865.7
449.5	8234.6	9614	8854.5	8886.8
450.5	8256.1	9639.6	8877.7	8909.5
451.5	8298.9	9647.3	8902.7	8934.9
452.5	8342.9	9654.2	8931.9	8960.7
453.5	8376.6	9659.7	8958.6	8985.7
454.5	8415.1	9670.5	8984.5	9010.5
455.5	8456.5	9676.5	9010.8	9035.2
456.5	8496.4	9686.8	9036	9060.5
457.5	8535.2	9694	9061.1	9085.6
458.5	8576.8	9707.5	9085.2	9110.6
459.5	8618	9716.7	9112.2	9136
460.5	8655.4	9727.2	9138.5	9161
461.5	8688	9733.2	9166	9186.3
462.5	8715.1	9746.4	9192.7	9211.5
463.5	8737.1	9758.7	9222	9236.7
464.5	8759.6	9766.8	9245.9	9262
465.5	8790.2	9778.3	9271.5	9286.8
466.5	8817.3	9792.3	9301.5	9312.7
467.5	8848.3	9803.4	9329.9	9338.3
468.5	8872.7	9816.2	9359.7	9363.5
469.5	8893.3	9827.1	9387.7	9388.5
470.5	8910.7	9836.5	9416.9	9413.3
471.5	8927.1	9852.5	9446.1	9438.6
472.5	8942.2	9867.4	9471.8	9463.2
473.5	8958.7	9883.9	9498.4	9488.4
474.5	8972.3	9902.8	9526.3	9513.4
475.5	8991.7	9917.3	9553	9538
476.5	9009.4	9940.3	9582.7	9563.1
477.5	9026.9	9959.8	9610.8	9588.4
478.5	9040.6	9991.1	9635	9612.7
479.5	9055.7	10024.3	9661.3	9638.1
480.5	9099.4	10050.9	9686.3	9663
481.5	9168.5	10056.1	9708.6	9688.2
482.5	9238.6	10061.4	9732.9	9714.5
483.5	9301.3	10075.4	9753.4	9739.4
484.5	9363.4	10087.6	9776.6	9765.8
485.5	9429.3	10103.2	9799.7	9791.3
486.5	9494	10111.7	9820.6	9817.4
487.5	9561.4	10133.1	9840.7	9843.1
488.5	9624.6	10155.3	9861	9869.3
489.5	9687	10171.8	9881.1	9895.3
490.5	9744.6	10184.2	9902.3	9921.3
491.5	9791.3	10213.6	9924.4	9947.3
492.5	9825	10244.1	9948.8	9973.8
493.5	9847.3	10271.4	9976.1	9999.6
494.5	9865.3	10295.3	10004.8	10025.8
495.5	9882.7	10322.1	10032.5	10051.8
496.5	9895.8	10350.5	10058.7	10078.1
497.5	9908	10391.6	10084.7	10104.4
498.5	9915.3	10433.3	10107.6	10129.6
499.5	9921.5	10483.6	10130.3	10155.4
500.5	9927.4	10541.5	10153.5	10180.9
501.5	9935.6	10599.7	10177.2	10206.5
502.5	9943.5	10664.2	10200.9	10232.2
503.5	9949.4	10728.9	10224.9	10257.5
504.5	9956.7	10796.2	10247.2	10283.2
505.5	9960	10862.2	10270.9	10308.9
506.5	9967.2	10931.1	10293.2	10335
507.5	9971.7	10999.3	10315.9	10360.1
508.5	9973.7	11064.1	10336.7	10385.4
509.5	9978.1	11131.1	10358.6	10410.4
510.5	9994.5	11171.2	10380	10434.9
511.5	10029.6	11177.4	10403.8	10457.2
512.5	10056.8	11185.4	10427.9	10479.7
513.5	10088.2	11187.5	10451.9	10502.3
514.5	10110.3	11192.7	10476.1	10524.5
515.5	10137.2	11200.5	10500.1	10546.6
516.5	10158.9	11205.5	10526.2	10569.2
517.5	10181.8	11212.6	10550.9	10591.4
518.5	10194.7	11220.2	10576.6	10613.8
519.5	10207.8	11224.9	10604.3	10636.2
520.5	10225.8	11232.9	10630.9	10659.5
521.5	10242.3	11240.5	10656.1	10681.9
522.5	10259	11247	10683	10704
523.5	10274.9	11254.5	10709.4	10727
524.5	10288.9	11267	10735.3	10749.6
525.5	10305.6	11275.8	10760.9	10772.1
526.5	10320.7	11284.3	10786.7	10794.4
527.5	10336.8	11293.8	10812.7	10817.7
528.5	10355.2	11312.7	10838.8	10840.2
529.5	10373.4	11324.7	10863.7	10863
530.5	10384.4	11342.3	10888.7	10885
531.5	10397.8	11357.8	10914.1	10907.5
532.5	10411.9	11371.2	10936.1	10930.1
533.5	10424.5	11389.4	10958.7	10952.7
534.5	10434.4	11408.1	10980.4	10974.7
535.5	10449.3	11433.8	11002.5	10997.1
536.5	10458	11453.2	11024.9	11019.6
537.5	10467.5	11484.4	11047.7	11041.9
538.5	10477.7	11514.6	11073.4	11064.2
539.5	10488.1	11549.2	11093.3	11086.3
540.5	10525.1	11569.8	11120.6	11113.6
541.5	10588	11576.8	11154.4	11146.1
542.5	10649.3	11580.9	11185.7	11178.2
543.5	10709.5	11589.7	11219.5	11211.3
544.5	10775.3	11593.7	11254	11243.4
545.5	10835.7	11600.2	11283.3	11275.6
546.5	10900.9	11605.9	11315.7	11307.8
547.5	10959.1	11613.7	11347.9	11340.1
548.5	11011.6	11621.2	11380.6	11372.5
549.5	11072.4	11628.3	11413.4	11404.6
550.5	11122	11634.2	11444.1	11436.5
551.5	11174.7	11644.5	11478.6	11469.3
552.5	11219.4	11651.9	11511.9	11501.6
553.5	11254.7	11664.3	11543.7	11533.8
554.5	11287.3	11679.1	11577.4	11566.4
555.5	11326.3	11703.8	11612.5	11598.9
556.5	11362.5	11731.4	11646.2	11631.8
557.5	11397.6	11776.1	11675.2	11664.2
558.5	11436.5	11831.5	11704	11696.7
559.5	11471.5	11890.4	11732.4	11729.1
560.5	11506.7	11948	11762.2	11761.5
561.5	11538.1	12008.6	11792.8	11794.4
562.5	11563.6	12074	11825.2	11827.1
563.5	11584.5	12136	11855.9	11859.4
564.5	11605.8	12202.2	11887.7	11891.9
565.5	11618.8	12265.7	11918.1	11923.8
566.5	11635.6	12329.5	11950.4	11956.2
567.5	11641.1	12396.7	11982.1	11988.3
568.5	11652.6	12462.2	12012.4	12021
569.5	11659.5	12524.5	12042.6	12052.6
570.5	11684.4	12569.5	12072.5	12083.2
571.5	11724.2	12582.6	12101	12111.6
572.5	11765.7	12596.2	12130.3	12139.8
573.5	11808.9	12613	12156.4	12167.9
574.5	11846.2	12628.5	12185	12196.1
575.5	11883.8	12643.8	12213.4	12224.7
576.5	11920.1	12660	12242.3	12252.4
577.5	11957.6	12677.9	12269.8	12280.9
578.5	11997.1	12695.1	12297	12309.1
579.5	12030.3	12711.5	12323.9	12337.2
580.5	12069.4	12726.9	12352.3	12365.7
581.5	12103.4	12747.4	12379.2	12393.5
582.5	12136	12763.2	12407.7	12421.7
583.5	12170.7	12780.1	12438.4	12449.9
584.5	12203.5	12796.3	12468.6	12478.6
585.5	12231.7	12815.7	12498.3	12506.3
586.5	12260.6	12833.9	12528.3	12534.5
587.5	12289.9	12852.1	12557.2	12562.9
588.5	12315.1	12872.7	12586.3	12591.1
589.5	12340.7	12895.2	12617.2	12619.6
590.5	12366.9	12917.7	12648.6	12647.8
591.5	12391.9	12940.4	12679.1	12676.5
592.5	12415.9	12962.5	12710.3	12704.2
593.5	12441.8	12988.1	12740.7	12732.6
594.5	12462.2	13013.5	12769.7	12761
595.5	12481	13039.7	12801.3	12789.2
596.5	12501	13067.4	12830.4	12817.5
597.5	12516.1	13097.7	12860.4	12845.9
598.5	12534	13124.1	12889.4	12873.9
599.5	12551.7	13155.7	12918.3	12901.7
600.5	12600.5	13179.1	12950	12934.9
601.5	12676.9	13189.7	12985	12972.4
602.5	12757.6	13199.8	13018.1	13010
603.5	12830.5	13213.5	13053.5	13047.6
604.5	12894.3	13226.3	13089.9	13085.2
605.5	12952.4	13245.1	13127.3	13122.5
606.5	13003.4	13268.5	13166.7	13160.1
607.5	13048.8	13304.1	13204.6	13198
608.5	13071.5	13366.5	13238.9	13235.9
609.5	13096.6	13435.7	13271.8	13273.9
610.5	13117.6	13516.8	13305	13311.8
611.5	13136	13591.6	13337.9	13349.8
612.5	13154.6	13673	13371.6	13387.6
