depth	min	max	median	wmean
610.5	13004.3	14227.9	13576.6	13588.9
611.5	13018.5	14273.3	13616.3	13627
612.5	13036	14330.8	13655	13664.8
613.5	13050.1	14390.2	13696.3	13702.2
614.5	13063.1	14457.1	13731.5	13739.5
615.5	13075.4	14527.6	13772.2	13777.7
616.5	13090.9	14588.8	13808.1	13815.4
617.5	13104.8	14658.3	13847.1	13853
618.5	13111.1	14728.8	13885	13890
619.5	13122	14800	13922.5	13928.1
620.5	13161.6	14846.4	13956.4	13964.4
621.5	13229.1	14859.2	13990.6	13999.4
622.5	13289.9	14869.5	14026.4	14035.2
623.5	13350.1	14886.2	14058	14071.1
624.5	13410.7	14900	14090.3	14106.1
625.5	13467.7	14923.9	14126.7	14142.4
626.5	13523.8	14938.3	14159.6	14177.9
627.5	13575.3	14949.5	14195	14213
628.5	13635.2	14972.7	14233.1	14249.2
629.5	13687.7	14979.9	14268.5	14285
630.5	13736.9	14991.5	14302.6	14320.7
631.5	13783.5	15020.3	14337.5	14357.3
632.5	13821.5	15049.4	14372.2	14392.6
633.5	13854.7	15070.3	14408.5	14428.4
634.5	13882.2	15101.8	14443.4	14465.1
