depth	min	max	median	wmean
72.5	614.4	1486	1019.5	1031.2
73.5	630	1498.8	1034.7	1046
74.5	642.5	1512.7	1048.7	1060.4
75.5	653.2	1524.3	1064.4	1075
76.5	664.9	1539.3	1079.7	1089.6
77.5	670.7	1555.9	1095.6	1104.2
78.5	679.9	1574.9	1110.1	1119
79.5	687.1	1591.1	1123.9	1133.6
80.5	702.6	1606.6	1139.7	1148.8
81.5	723.5	1615.4	1153.6	1164.5
82.5	743.5	1624.9	1170.3	1180.3
83.5	763.8	1635.2	1186.1	1195.8
84.5	782.9	1649.1	1203	1212
85.5	798.9	1663.2	1220.7	1227.3
86.5	810.7	1673.8	1236.8	1243
87.5	821.6	1692.2	1253.3	1258.6
88.5	836	1708	1270	1274.3
89.5	844.9	1727.6	1287.5	1289.7
90.5	862.5	1738.2	1304.3	1305.2
91.5	885.2	1751.2	1320	1321.3
92.5	911.8	1762.3	1336.2	1337.4
93.5	929	1770.9	1352.6	1353.7
94.5	944.6	1784.1	1368.2	1370.1
95.5	956.2	1798.5	1383.5	1386.7
96.5	975.6	1813.1	1402	1403.3
97.5	991.8	1829.1	1418.7	1420
98.5	1006.3	1848.3	1435.1	1436
99.5	1014	1861.6	1451.9	1452.5
100.5	1031.7	1876.7	1466.9	1467.5
101.5	1055.9	1884.7	1481.4	1481.8
102.5	1076.1	1895.5	1495.5	1496.2
103.5	1091.2	1904.9	1510	1510.3
104.5	1110.3	1915.7	1523.8	1524.5
105.5	1129.2	1922.4	1540.2	1538.5
106.5	1143.5	1933.5	1556.2	1553.2
107.5	1158.1	1943.9	1571.1	1567.3
108.5	1170.8	1952.9	1585.3	1581.5
109.5	1184.4	1964.9	1599.3	1595.7
110.5	1201	1975.8	1613.9	1610.2
111.5	1227.6	1984.4	1627.6	1625.4
112.5	1248.7	1991.1	1643.2	1640.3
113.5	1262.3	1999.8	1657.8	1654.9
114.5	1277.2	2011.5	1674.4	1669.9
115.5	1290.5	2021.2	1691.3	1684.7
116.5	1306.8	2032.9	1706.5	1699.4
117.5	1319.5	2045.4	1722.2	1714.4
118.5	1337.6	2058.1	1736.7	1729.8
119.5	1348.8	2078.7	1751	1744.6
120.5	1371.8	2093.7	1765.1	1759.6
121.5	1403.5	2099.6	1778.8	1774.5
122.5	1428.5	2109.5	1792.4	1789.1
123.5	1450.5	2117.4	1806.1	1804
124.5	1467.1	2129.1	1820.2	1819
125.5	1485.1	2144.6	1835.9	1834.2
126.5	1504	2154.7	1851.1	1848.9
127.5	1525.2	2167.7	1866.4	1864
128.5	1540.6	2181.9	1881.4	1878.8
129.5	1554.1	2198.7	1897.1	1893.6
130.5	1577.6	2211.1	1911.4	1908.3
131.5	1611.6	2215.1	1924.2	1922.2
132.5	1645.4	2222.4	1935.9	1936.2
133.5	1679	2229.1	1947.9	1950.3
134.5	1705.9	2235	1960.8	1964.3
135.5	1731.9	2241.8	1973.9	1978.3
136.5	1760.6	2249.9	1986.6	1992.3
137.5	1780.4	2259.9	1999.6	2006.3
138.5	1799.4	2269.9	2014.4	2020.3
139.5	1812.8	2280.1	2027.5	2034.4
140.5	1838.8	2290.9	2043.9	2050.6
141.5	1871.5	2302.9	2062.2	2069.1
142.5	1897.5	2317	2078.9	2087.4
143.5	1916.3	2329.9	2098.7	2106
144.5	1930.6	2349.9	2116.7	2124.5
145.5	1942.7	2369.6	2134.5	2143
146.5	1952.1	2390.2	2152.5	2161.6
147.5	1960.9	2418.2	2170.1	2180
148.5	1969.7	2448.2	2186.6	2198.5
149.5	1976.1	2481.5	2203.2	2216.4
150.5	1994.4	2504.8	2219.6	2234.2
151.5	2021	2515.2	2238.5	2251.9
152.5	2044.2	2527.2	2257.5	2269.6
153.5	2062.8	2539.1	2277.2	2287.3
154.5	2076.9	2551.2	2295.9	2304.9
155.5	2089.6	2567.5	2314.8	2322.4
156.5	2099.9	2586.7	2333.8	2340.2
157.5	2109.4	2608.8	2350.7	2358
158.5	2117.4	2632.2	2367.8	2375.8
159.5	2124.7	2660.1	2384.7	2393.2
160.5	2150.5	2677.8	2400.3	2411.1
161.5	2187.2	2682.1	2416.8	2430
162.5	2221.3	2689.7	2436.3	2448.6
163.5	2256.5	2696.1	2455.1	2467.8
164.5	2289.2	2704.5	2473.8	2486.5
165.5	2317.8	2713	2490.8	2505.1
166.5	2340.2	2726.3	2508.6	2524
167.5	2358.4	2744	2526.9	2542.6
168.5	2368.9	2774.5	2547.5	2561.7
169.5	2376.1	2814.8	2566.3	2580.5
170.5	2389.2	2848.4	2587.5	2601
171.5	2404.3	2875.1	2610.9	2623.4
172.5	2416.5	2910.8	2634.9	2645.3
173.5	2427.1	2949.1	2658.7	2667.6
174.5	2436.8	2999.2	2680.2	2689.7
175.5	2443	3046.8	2700.6	2711.3
176.5	2449.9	3098.6	2720.1	2732.6
177.5	2456.7	3152.8	2737.7	2754
178.5	2462.2	3206.4	2755.8	2775.3
179.5	2467.3	3265.1	2773	2796.8
180.5	2481.8	3301.6	2791.9	2818.5
181.5	2505.2	3320.1	2814.4	2840.5
182.5	2521.6	3346.5	2836.1	2862.2
183.5	2536	3366.4	2858.9	2883.9
184.5	2549.8	3386.5	2882.5	2905.9
185.5	2562.3	3414.3	2904.5	2927.4
186.5	2574.6	3445.4	2925.5	2949.2
187.5	2586.2	3475.5	2947.3	2970.8
188.5	2597	3505.7	2965.4	2992
189.5	2607.2	3543.2	2984.7	3012.9
190.5	2619.5	3573.2	3006.1	3033.7
191.5	2637.2	3591.8	3025.5	3053.3
192.5	2653.3	3611.3	3045.5	3074.4
193.5	2669.1	3634.8	3066.2	3094.6
194.5	2681.9	3654.5	3088.4	3115
195.5	2696.3	3677.5	3109.7	3135.6
196.5	2706.1	3703.5	3129.9	3155.7
197.5	2720.7	3731.5	3149.7	3176.3
198.5	2729.2	3767.2	3169.5	3196.3
199.5	2736.4	3798.2	3188	3216.1
200.5	2751.5	3819.4	3208.4	3236.3
201.5	2779.4	3834.5	3231.3	3256.9
202.5	2800.6	3855.1	3251.5	3277.3
203.5	2816.1	3868.9	3272.8	3297.6
204.5	2837.2	3888.4	3297.4	3318.2
205.5	2852.6	3904.9	3321.3	3339
206.5	2865.2	3926.4	3342.7	3360
207.5	2880.9	3950.2	3363.4	3380.4
208.5	2892.4	3977.8	3382.7	3401
209.5	2902.4	4000.2	3405.9	3422
210.5	2919.9	4020.5	3428.1	3442.6
211.5	2947.6	4037.8	3448.6	3462.9
212.5	2966.5	4048.4	3470.6	3483
213.5	2988.7	4065.1	3489.6	3503.3
214.5	3005.8	4079.9	3512.9	3524.5
215.5	3026.2	4098	3533.8	3544.8
216.5	3044.5	4116.5	3553	3565.3
217.5	3059.2	4134.7	3573.4	3586
218.5	3077.4	4151.9	3594.9	3606.3
219.5	3086.7	4174.7	3615.1	3627
220.5	3109.8	4193.4	3637.3	3648.6
221.5	3141.5	4206.8	3660.7	3672.2
222.5	3162.2	4219.1	3686	3695.6
223.5	3187.1	4240.2	3713	3719.3
224.5	3209.9	4255	3738.5	3742.9
225.5	3228.4	4271.2	3763.6	3766.3
226.5	3251.9	4291.4	3788	3789.8
227.5	3271.7	4314.4	3813.8	3813.4
228.5	3285.8	4340.3	3839	3837
229.5	3297	4366	3862.2	3860.3
230.5	3318.9	4382.4	3885.9	3882.4
231.5	3345.2	4393.4	3908	3904.1
232.5	3377.1	4406.4	3930.5	3925.8
233.5	3405.2	4419.6	3952.8	3947.4
234.5	3428	4432.5	3975.2	3969.1
235.5	3450.7	4446.4	3998.8	3991.2
236.5	3465.7	4463.8	4021.3	4013.1
237.5	3480	4485.2	4045.5	4035.1
238.5	3489.7	4510	4068.9	4057.2
239.5	3502.6	4542.6	4091.2	4079
240.5	3538.5	4565.2	4111.9	4100.4
241.5	3575.9	4574.2	4130.9	4121.1
242.5	3619.7	4583.9	4150.6	4141.9
243.5	3654.9	4593.5	4171.5	4162.5
244.5	3686.7	4602.2	4193.4	4183.8
245.5	3712.6	4614.9	4215	4204.4
246.5	3734	4623.9	4237	4225.3
247.5	3752	4638.9	4258.3	4246.3
248.5	3768.9	4652.5	4282	4267.2
249.5	3785.9	4670.2	4303.5	4288.3
250.5	3820.1	4683	4324.2	4309.7
251.5	3870.1	4689.4	4344.4	4331.9
252.5	3911.2	4697.2	4364.7	4354.3
253.5	3952.9	4707.9	4385.9	4376.2
254.5	3993.4	4716.2	4407.3	4398.2
255.5	4028.6	4728.8	4429.8	4420.5
256.5	4060.9	4740.4	4451.6	4442.6
257.5	4091.5	4754.1	4473	4464.9
258.5	4120.3	4768.6	4495.5	4487.2
259.5	4143.8	4787.7	4519.4	4509.4
260.5	4180.3	4804	4539	4531.5
261.5	4230	4809.9	4556.7	4552.9
262.5	4277.2	4817.6	4576.5	4575
263.5	4320	4827.6	4596	4597
264.5	4361.3	4837.4	4617.3	4619.1
265.5	4398.3	4848.8	4637.3	4641.2
266.5	4424.4	4864	4658.5	4663.6
267.5	4444	4888.4	4679.5	4685.9
268.5	4461.7	4924.7	4702.4	4708
269.5	4474.8	4965.5	4723.7	4730.2
270.5	4488.5	5000.2	4746.3	4751.7
271.5	4506.4	5017	4767.3	4771.5
272.5	4522.8	5043.7	4789.3	4791.7
273.5	4540.9	5076.6	4810	4811.9
274.5	4555.7	5110.6	4830.2	4831.8
275.5	4567.7	5150.4	4849.2	4851.8
276.5	4577.7	5191.1	4867.5	4871.6
277.5	4586.2	5232.4	4884.5	4891.1
278.5	4590.9	5280.3	4899.6	4910.5
279.5	4599.1	5331.7	4915.5	4929.7
280.5	4614	5365	4934.1	4949.2
281.5	4636.1	5377.1	4954.8	4968.5
282.5	4654.3	5391.4	4973.7	4987.8
283.5	4670.5	5408.2	4993.4	5007.1
284.5	4686	5428	5014.3	5026.7
285.5	4698.9	5444.9	5033.1	5045.9
286.5	4712.9	5467.6	5052.3	5064.9
287.5	4725.6	5500.1	5069.7	5083.9
288.5	4732.6	5532.4	5088.4	5102.5
289.5	4747	5563.1	5104.8	5121.5
290.5	4759.3	5582.8	5123	5140.7
291.5	4779.3	5596.3	5144.6	5160.6
292.5	4799.1	5611.1	5165.3	5180.4
293.5	4813.2	5624.1	5187.4	5200.2
294.5	4827.4	5647.3	5208.9	5220.1
295.5	4845.9	5660.4	5230.9	5240.1
296.5	4858.3	5686.1	5251.4	5259.9
297.5	4870	5709.6	5271.1	5279.4
298.5	4879.9	5731.7	5291.7	5299.9
299.5	4892.2	5760.3	5311.6	5319.5
300.5	4914.5	5783.5	5331.7	5340
301.5	4940.1	5796.3	5353.8	5360.6
302.5	4963.9	5810.4	5377.6	5381.3
303.5	4981.2	5828.2	5400.4	5402.2
304.5	4992.5	5843.5	5421.9	5423.2
305.5	5005.8	5859.3	5443.5	5444.1
306.5	5017.9	5876.6	5466.4	5465.4
307.5	5030.9	5902.1	5487.9	5485.8
308.5	5045.7	5926.7	5510.4	5507.3
309.5	5055.2	5956.9	5532.3	5528.6
310.5	5074.5	5979.4	5551.5	5548.5
311.5	5107.3	5987.9	5570.3	5568
312.5	5134.8	5998	5592.3	5588.2
313.5	5162.1	6007.7	5611.8	5608.2
314.5	5187.6	6019.6	5632.8	5628.4
315.5	5210.7	6030.5	5655.3	5648.1
316.5	5230	6044.3	5676.2	5668.3
317.5	5253.4	6058.2	5697	5688.3
318.5	5267.3	6075.6	5718.1	5708.5
319.5	5284.6	6100.9	5737.1	5728.3
320.5	5317.4	6111.7	5757.3	5748.8
321.5	5356.3	6118.4	5776.5	5769.1
322.5	5394.5	6127.7	5794.7	5789.8
323.5	5429.2	6135.4	5814.3	5810.3
324.5	5459.2	6142.7	5834.8	5830.8
325.5	5481.6	6154.3	5855.2	5851.4
326.5	5500.7	6165.2	5876.9	5872.5
327.5	5517.6	6180.6	5899.4	5893.1
328.5	5536.5	6196.6	5921.4	5914
329.5	5552.1	6219.5	5944.2	5934.7
330.5	5590.7	6237.1	5963.9	5955.9
331.5	5642.8	6243.3	5979.2	5976.8
332.5	5693.5	6254.3	5997.4	5998.2
333.5	5739.4	6261.2	6015	6018.8
334.5	5779.3	6272.5	6036	6040.3
335.5	5814.8	6282.8	6057.3	6061.1
336.5	5846.8	6297.7	6079.6	6082.1
337.5	5867.1	6311	6103.5	6102.8
338.5	5888.3	6332.1	6126.5	6124.1
339.5	5909.5	6356.6	6147.3	6145.1
340.5	5935.7	6383.8	6172.7	6169.9
341.5	5969	6419.9	6200.3	6198.5
342.5	5991.2	6460.2	6228.6	6227
343.5	6005.9	6509.3	6255.1	6255.2
344.5	6019.9	6564.6	6279.5	6283.1
345.5	6030.4	6623.5	6302.9	6310.8
346.5	6041.4	6689.1	6327.5	6338.5
347.5	6049.5	6756.6	6351.6	6366.7
348.5	6057.2	6828.7	6374.6	6395.1
349.5	6063.9	6896.8	6398.3	6423.2
350.5	6081.9	6941.4	6423.8	6451.3
351.5	6108.2	6966.7	6452.7	6478.6
352.5	6128.4	6986.1	6480	6505.7
353.5	6147.2	7012.1	6507.9	6533.4
354.5	6164.1	7040.5	6536.8	6560.5
355.5	6179.8	7070.4	6566	6587.9
356.5	6196.8	7103.8	6592.8	6615.5
357.5	6213.3	7146.5	6618.4	6642.6
358.5	6224.5	7187.5	6646	6670.1
359.5	6237.9	7239.1	6671.4	6697.6
360.5	6261	7276	6700	6725
361.5	6292.9	7290.3	6730.3	6752.3
362.5	6317.5	7305.4	6762.8	6780.1
363.5	6340.9	7324.7	6792.9	6807.7
364.5	6360	7347.4	6823.6	6835.6
365.5	6375.4	7368.5	6852.5	6863
366.5	6392.8	7386.2	6882.5	6890.7
367.5	6406.5	7409.5	6913.7	6917.9
368.5	6417.5	7444.5	6945.4	6945.6
369.5	6429.6	7482.4	6973.2	6972.7
370.5	6453.3	7505.3	6999.8	7000.6
371.5	6496.5	7521.7	7027.4	7029.8
372.5	6532.1	7542.3	7056.7	7060
373.5	6570.7	7555.3	7089.9	7089.7
374.5	6600.8	7580.4	7121.4	7119.5
375.5	6632.8	7604.5	7155.2	7149.6
376.5	6661.1	7629.2	7187	7179.3
377.5	6685.4	7652.5	7220.3	7208.8
378.5	6700.8	7683.5	7250.6	7238.8
379.5	6721	7723.5	7280.9	7268.7
380.5	6747.1	7747.1	7307.9	7296.6
381.5	6792.6	7757.6	7333.1	7322.5
382.5	6840	7768.8	7359.2	7348.8
383.5	6876.9	7779.7	7387.1	7375.1
384.5	6907.9	7792.8	7416.5	7401
385.5	6939.1	7805.5	7446.3	7427
386.5	6964.5	7815.6	7475.4	7453.3
387.5	6990.2	7831.8	7503.6	7479.8
388.5	7012	7855.6	7532.7	7506.2
389.5	7030.7	7880.2	7559.6	7532.4
390.5	7079	7898.1	7584.5	7559.4
391.5	7152.2	7906.3	7607.1	7587
392.5	7222.5	7916.3	7629.3	7614.6
393.5	7293.7	7921.8	7650.9	7642
394.5	7360.6	7931.3	7673.5	7669.9
395.5	7424.1	7941.2	7698.2	7697.9
396.5	7486.5	7952.4	7722.7	7726
397.5	7546.2	7964.8	7747.6	7754.2
398.5	7594	7980.6	7773.5	7783
399.5	7631.6	8002.7	7802.3	7811.6
400.5	7659	8027.3	7829	7838.6
401.5	7679.7	8060.4	7854.9	7863.7
402.5	7695.3	8100.5	7879.7	7888.9
403.5	7709.2	8149.8	7902.6	7913.5
404.5	7721.3	8206.7	7926.1	7938.1
405.5	7731.1	8266.3	7947.2	7962.6
406.5	7737.9	8325	7967.6	7986.9
407.5	7745.5	8387	7989.1	8011.6
408.5	7751.6	8451.3	8008.3	8036
409.5	7757	8512.3	8028.4	8060.5
410.5	7774.2	8554.2	8051	8085
411.5	7796.3	8570	8078.1	8110.3
412.5	7817.1	8590.8	8106	8135.4
413.5	7829	8616.1	8133	8160.3
414.5	7843.9	8639.5	8160.1	8185.5
415.5	7860	8667.5	8187.5	8210.8
416.5	7870.3	8703.1	8212.1	8235.4
417.5	7879.9	8744.4	8236.6	8259.8
418.5	7888.7	8791.6	8261.4	8284.5
419.5	7898.1	8829.3	8282.9	8308.7
420.5	7913.2	8859.4	8306.7	8332.4
421.5	7938.6	8871.7	8331.6	8355.1
422.5	7956.7	8886.4	8354.9	8377.6
423.5	7973.1	8906.8	8379.2	8400.5
424.5	7986.7	8928.2	8405.1	8423.3
425.5	8000.2	8950	8428.2	8446.5
426.5	8007.8	8973.1	8454.7	8469.7
427.5	8023.3	8998.1	8477.7	8492.3
428.5	8033.5	9034	8503.3	8515.2
429.5	8045.2	9067.4	8526.7	8538.4
430.5	8064.6	9094.9	8549.4	8562
431.5	8093.7	9107.7	8573.6	8585.6
432.5	8116.3	9125.7	8600.3	8610.2
433.5	8133.8	9139.8	8627	8634.3
434.5	8156.1	9158.9	8651.5	8658.6
435.5	8174.9	9180.3	8677.3	8682.5
436.5	8190.7	9203.6	8702.2	8705.9
437.5	8204.9	9228.5	8727.7	8730.4
438.5	8217.2	9257.3	8751.3	8754.1
439.5	8230.7	9293	8776.2	8777.9
440.5	8259.2	9318.5	8799.4	8801.8
441.5	8297	9329.2	8822.7	8825.3
442.5	8329.8	9344.8	8846.8	8848.9
443.5	8348.9	9356.3	8870.3	8872.1
444.5	8372.6	9372.6	8893.6	8895.1
445.5	8392	9387.9	8916.8	8918.2
446.5	8411.6	9405.2	8940.5	8941.4
447.5	8432.9	9424.9	8963.7	8964.1
448.5	8448.2	9450	8986.1	8987.1
449.5	8469.3	9479.5	9011.3	9010.2
450.5	8494.8	9499.1	9033.9	9033
451.5	8531.8	9508.1	9057.3	9055.8
452.5	8565.1	9515.4	9081.1	9078.6
453.5	8594.9	9524.4	9104.3	9101.1
454.5	8627.7	9535.8	9129.7	9124
455.5	8654.5	9546.3	9154.6	9147.2
456.5	8677	9561.3	9181	9169.8
457.5	8699.3	9577.2	9206.7	9192.7
458.5	8720.9	9594	9231.2	9215.9
459.5	8737.1	9614.6	9254.5	9238.7
460.5	8766.8	9632.7	9278.6	9261.9
461.5	8818.8	9640.7	9300.5	9285.4
462.5	8866.7	9649.5	9324.2	9308.3
463.5	8906.8	9663.1	9346.3	9332.2
464.5	8946	9673.3	9370.6	9355.7
465.5	8979.5	9689.7	9392.7	9379.9
466.5	9009.3	9708.3	9417.1	9403.6
467.5	9029.9	9727.7	9441	9427.7
468.5	9051.4	9750.3	9464.8	9451.6
469.5	9070.8	9772.1	9490.1	9474.9
470.5	9115.2	9791.5	9510.6	9498.8
471.5	9186.7	9804	9529.1	9522.6
472.5	9252.4	9820.4	9547.6	9546.3
473.5	9318.2	9835.4	9565	9570.4
474.5	9383.3	9855.5	9583.4	9594.8
475.5	9443.6	9875.5	9601.7	9619.4
476.5	9495.2	9904.5	9621	9643.9
477.5	9531.2	9931.1	9642.4	9668.3
478.5	9552.7	9953.1	9668.6	9692.8
479.5	9564.6	9983.7	9694.2	9717.7
480.5	9583.3	10008.3	9719.4	9742.2
481.5	9601	10033.4	9747	9767.3
482.5	9613.3	10065.7	9773.2	9792.9
483.5	9625.2	10104.1	9799.6	9818.5
484.5	9632.9	10150	9824	9844
485.5	9641	10195.1	9847.1	9869.6
486.5	9648.6	10247.6	9869.5	9895.3
487.5	9655.8	10306.9	9891.1	9920.7
488.5	9662.1	10365.6	9912.1	9945.7
489.5	9668	10432.9	9932.9	9971.1
490.5	9682.8	10476	9957.1	9995.8
491.5	9703.8	10489.9	9982.2	10020.2
492.5	9724.9	10508.2	10009.9	10045.3
493.5	9741.3	10526.2	10038.9	10069.9
494.5	9756.4	10544.5	10067.8	10094.9
495.5	9765.9	10566.4	10095.1	10119.5
496.5	9778	10598.7	10120.9	10144.3
497.5	9789.3	10633.5	10147	10168.9
498.5	9797.5	10673.9	10174.1	10193.7
499.5	9806	10717.9	10199.5	10219.2
500.5	9826.8	10751.3	10225.4	10244.8
501.5	9854.9	10766.1	10254.9	10271.5
502.5	9879.7	10786.2	10282.5	10298.5
503.5	9905.1	10805.5	10312.6	10325.4
504.5	9922.9	10826.7	10342.7	10352.3
505.5	9934.9	10853.2	10370.3	10378.9
506.5	9950.4	10886.5	10400.1	10406
507.5	9962.1	10917.6	10429.7	10432.5
508.5	9973.2	10957.6	10459	10459.7
509.5	9983.9	10992	10485.6	10486.5
510.5	10009.5	11017.6	10512.3	10512.4
511.5	10041.1	11027.4	10538.8	10538.9
512.5	10071.2	11035.2	10566.8	10565.5
513.5	10098.9	11047.9	10595	10591.9
514.5	10123.1	11057.8	10623.1	10618.2
515.5	10143.7	11072.8	10652.9	10644.6
516.5	10163.2	11090.5	10684.3	10671
517.5	10181.5	11108.2	10714.2	10697.6
518.5	10201	11132.5	10744.4	10724.5
519.5	10213.4	11156.8	10772.8	10750.6
520.5	10244.3	11175.1	10796.2	10776.3
521.5	10288.5	11186.7	10820.8	10802.1
522.5	10337.1	11196.1	10845.8	10828.1
523.5	10389.8	11203.2	10869.7	10853.5
524.5	10436.7	11210.2	10895.6	10879.1
525.5	10468.8	11220.2	10922.1	10904.6
526.5	10497.1	11230.3	10950.2	10930.4
527.5	10517.3	11243.1	10975.3	10955.9
528.5	10542.3	11258.6	11003.7	10981.6
529.5	10565.7	11277	11030.8	11007.4
530.5	10606.4	11293.4	11056.6	11033.5
531.5	10663.5	11296.4	11080.9	11060
532.5	10723.7	11301.6	11106.1	11086.4
533.5	10782.4	11305.6	11130.5	11112.8
534.5	10832.6	11311.5	11154.4	11138.8
535.5	10879.5	11320.5	11180.2	11165.7
536.5	10908.5	11330.5	11205.1	11191.6
537.5	10935.6	11349.5	11231.7	11218.2
538.5	10962.9	11372.8	11260	11245
539.5	10985.3	11399.3	11287.5	11271.7
540.5	11015.2	11432	11313	11299.7
541.5	11054.3	11468.5	11338.9	11329.3
542.5	11090.8	11521.2	11363.5	11358.8
543.5	11127.3	11585.8	11387.9	11388.6
544.5	11160.8	11645.3	11414.1	11418.5
545.5	11192.2	11710.2	11438.1	11448
546.5	11213.5	11768.4	11465.2	11477.7
547.5	11239.1	11830.8	11490.9	11506.8
548.5	11258.8	11898	11515.3	11535.6
549.5	11271.3	11966.5	11542.1	11564.8
550.5	11299.3	12011.3	11569.9	11595.9
551.5	11330.7	12030	11603.7	11628.9
552.5	11358.4	12052.7	11641	11662.1
553.5	11383.6	12078.4	11678.8	11695.2
554.5	11400.4	12112	11716.2	11728.5
555.5	11419.4	12155.8	11750.6	11761.3
556.5	11434.4	12208	11782.9	11794.3
557.5	11446.7	12269.6	11813.6	11827.3
558.5	11455.2	12324.3	11844.1	11860
559.5	11468.3	12382.8	11873.2	11891.5
560.5	11490.1	12425	11903.9	11922.1
561.5	11518.5	12431.8	11937	11951.1
562.5	11547.2	12444.1	11969.9	11980.2
563.5	11568.1	12462.6	12001.8	12009.8
564.5	11590.3	12481.6	12035.3	12039.3
565.5	11609.7	12501.6	12069.5	12068.7
566.5	11628.4	12525.1	12104.4	12098.2
567.5	11648.2	12553.3	12136.8	12127.6
568.5	11664	12593.7	12167.4	12156.7
569.5	11682.9	12634.2	12197.5	12186.2
570.5	11720.2	12659.8	12226.8	12216
571.5	11774.2	12669.7	12255.4	12245.6
572.5	11822.3	12678.3	12286.7	12275.6
573.5	11862.1	12685.6	12318.8	12306.1
574.5	11890.8	12694.5	12351.8	12336.1
575.5	11921.6	12706.9	12383.9	12366.4
576.5	11948.4	12718.8	12417.7	12396.7
577.5	11966.9	12732.8	12455.5	12426.9
578.5	11985.3	12749.5	12490.3	12457
579.5	12006	12776.9	12521.9	12487.7
580.5	12058.1	12795.7	12550.8	12518.4
581.5	12140.6	12800.4	12577.4	12549.9
582.5	12220	12806.7	12604.8	12581.5
583.5	12305.2	12812.9	12631.2	12613.2
584.5	12391.9	12817.8	12658.9	12645.7
585.5	12464	12826.3	12686.9	12677.9
586.5	12534.7	12835.7	12716.5	12710.9
587.5	12589.2	12851.2	12748.4	12743.5
588.5	12631.9	12877.7	12782.4	12776.1
589.5	12657.4	12926.9	12813	12808.8
590.5	12680.6	12979.4	12844.7	12842.4
591.5	12701.1	13031.1	12874.9	12877
592.5	12719.3	13108.8	12904.1	12911.6
593.5	12737.3	13192.3	12934.8	12946.3
594.5	12749.5	13285.5	12964	12980.7
595.5	12761.1	13375	12993.3	13015.2
596.5	12769.9	13468.4	13021.6	13049.3
597.5	12775.3	13556.9	13049.9	13082.5
598.5	12784.6	13650.9	13076.7	13115.8
599.5	12790.1	13739.9	13103.9	13150
600.5	12813.7	13801.7	13133.6	13182.9
601.5	12840.6	13830.1	13166.5	13216.2
602.5	12863.6	13862	13201.7	13250.2
603.5	12878.2	13889.5	13236.2	13283.2
604.5	12893	13928.8	13273.9	13317
605.5	12909	13970.2	13310.5	13350.8
606.5	12923.9	14008.3	13345.2	13383.6
607.5	12934.1	14057.6	13380.2	13417
608.5	12949.3	14121.4	13413.8	13449.7
609.5	12959.2	14171.5	13444.8	13481.9
610.5	12981	14215.2	13477.1	13515.3
611.5	13015.7	14238	13512.5	13548.1
612.5	13047.5	14270	13546.6	13582.3
