depth	min95%	max95%	best	accrate
319	5517	5826	5658	20.76
320	5540	5847	5679	20.94
321	5558	5870	5700	21.13
322	5577	5895	5721	21.32
323	5599	5920	5742	21.52
324	5622	5945	5764	21.72
325	5646	5970	5786	21.93
326	5668	5993	5808	22.15
327	5691	6017	5830	22.37
328	5715	6039	5852	22.59
329	5738	6060	5875	22.83
330	5762	6082	5898	23.07
331	5785	6103	5921	23.31
332	5810	6125	5944	23.56
333	5834	6147	5968	23.82
334	5857	6169	5991	24.08
335	5882	6192	6015	24.35
336	5907	6214	6040	24.62
337	5933	6237	6064	24.89
338	5960	6260	6089	25.15
339	5988	6283	6114	25.4
340	6014	6306	6140	25.65
341	6039	6329	6165	25.88
342	6063	6353	6191	26.11
343	6088	6379	6217	26.34
344	6114	6404	6244	26.55
345	6140	6429	6270	26.76
346	6166	6454	6297	26.96
347	6193	6480	6324	27.15
348	6220	6504	6351	27.34
349	6247	6531	6379	27.52
350	6275	6559	6406	27.69
351	6303	6588	6434	27.85
352	6331	6618	6462	28.01
353	6358	6644	6490	28.15
354	6385	6672	6518	28.3
355	6412	6701	6546	28.43
356	6441	6729	6574	28.56
357	6470	6754	6603	28.67
358	6498	6780	6632	28.79
359	6526	6809	6660	28.89
360	6554	6838	6689	28.99
361	6584	6867	6718	29.08
362	6615	6896	6747	29.16
363	6647	6921	6777	29.23
364	6675	6949	6806	29.3
365	6704	6977	6835	29.36
366	6734	7007	6865	29.41
367	6762	7038	6894	29.46
368	6791	7066	6923	29.49
369	6822	7097	6953	29.52
370	6852	7127	6982	29.55
371	6882	7158	7012	29.56
372	6910	7188	7041	29.57
373	6940	7219	7071	29.57
374	6970	7251	7101	29.56
375	6999	7282	7130	29.55
376	7028	7313	7160	29.53
377	7057	7344	7189	29.5
378	7088	7375	7219	29.46
379	7116	7405	7248	29.42
380	7144	7435	7278	29.37
381	7173	7465	7307	29.31
382	7202	7495	7336	29.24
383	7231	7525	7366	29.17
384	7261	7555	7395	29.09
385	7291	7585	7424	29
386	7321	7614	7453	28.9
387	7350	7643	7482	28.8
388	7378	7671	7511	28.69
389	7406	7699	7539	28.57
390	7433	7727	7568	28.45
391	7459	7755	7596	28.31
392	7486	7784	7625	28.17
393	7515	7814	7653	28.03
394	7541	7842	7681	27.87
395	7570	7870	7709	27.71
396	7597	7898	7736	27.54
397	7625	7925	7764	27.36
398	7652	7952	7791	27.19
399	7679	7980	7818	27.02
400	7704	8007	7845	26.85
401	7730	8035	7872	26.68
402	7755	8062	7899	26.52
403	7781	8090	7925	26.36
404	7809	8115	7952	26.2
405	7836	8142	7978	26.05
406	7863	8169	8004	25.89
407	7888	8196	8030	25.74
408	7913	8221	8056	25.6
409	7937	8246	8081	25.45
410	7961	8271	8107	25.31
411	7985	8295	8132	25.18
412	8008	8319	8157	25.04
413	8032	8342	8182	24.91
414	8056	8366	8207	24.78
415	8082	8391	8232	24.65
416	8107	8415	8257	24.53
417	8132	8440	8281	24.41
418	8157	8465	8306	24.29
419	8182	8489	8330	24.17
420	8205	8513	8354	24.06
421	8228	8536	8378	23.95
422	8252	8561	8402	23.84
423	8275	8585	8426	23.74
424	8297	8610	8450	23.63
425	8320	8633	8473	23.53
426	8342	8655	8497	23.44
427	8365	8678	8520	23.35
428	8390	8700	8544	23.25
429	8415	8726	8567	23.17
430	8440	8750	8590	23.08
431	8463	8776	8613	23
432	8485	8801	8636	22.92
433	8506	8825	8659	22.84
434	8528	8846	8682	22.77
435	8549	8867	8705	22.7
436	8574	8888	8727	22.63
437	8597	8908	8750	22.56
438	8619	8932	8772	22.5
439	8642	8956	8795	22.44
440	8665	8980	8817	22.38
441	8690	9002	8840	22.33
442	8714	9025	8862	22.28
443	8737	9047	8884	22.23
444	8760	9068	8907	22.18
445	8783	9088	8929	22.14
446	8807	9109	8951	22.1
447	8831	9132	8973	22.06
448	8854	9154	8995	22.03
449	8877	9175	9017	22
450	8900	9195	9039	21.97
451	8924	9216	9061	21.94
452	8948	9236	9083	21.92
453	8972	9255	9105	21.9
454	8997	9275	9127	21.88
455	9021	9295	9149	21.86
456	9045	9316	9171	21.85
457	9070	9337	9192	21.84
458	9095	9356	9214	21.83
459	9121	9375	9236	21.83
460	9147	9394	9258	21.83
461	9172	9413	9280	21.83
462	9199	9434	9302	21.83
463	9225	9453	9323	21.84
464	9250	9471	9345	21.85
465	9274	9489	9367	21.86
466	9301	9508	9389	21.88
467	9328	9526	9411	21.9
468	9353	9545	9433	21.92
469	9378	9565	9455	21.94
470	9402	9583	9477	21.97
471	9425	9602	9499	22
472	9448	9624	9521	22.03
473	9471	9648	9543	22.06
474	9494	9672	9565	22.1
475	9518	9695	9587	22.14
476	9543	9720	9609	22.19
477	9563	9744	9631	22.25
478	9578	9770	9653	22.3
479	9594	9796	9676	22.37
480	9608	9821	9698	22.44
481	9623	9846	9720	22.51
482	9636	9873	9743	22.59
483	9651	9900	9766	22.67
484	9661	9927	9788	22.76
485	9674	9956	9811	22.86
486	9687	9987	9834	22.96
487	9701	10014	9857	23.06
488	9715	10040	9880	23.17
489	9729	10067	9903	23.28
490	9742	10094	9926	23.4
491	9756	10127	9950	23.53
492	9770	10157	9973	23.66
493	9784	10183	9997	23.79
494	9799	10214	10021	23.93
495	9815	10245	10045	24.08
496	9831	10277	10069	24.23
497	9847	10308	10093	24.39
498	9864	10339	10117	24.55
499	9881	10368	10142	24.71
500	9898	10396	10167	24.88
501	9917	10426	10192	25.06
502	9936	10456	10217	25.24
503	9955	10487	10242	25.43
504	9975	10517	10267	25.62
505	9996	10548	10293	25.82
506	10018	10578	10319	26.02
507	10041	10608	10345	26.23
508	10064	10637	10371	26.44
509	10088	10666	10397	26.66
510	10114	10695	10424	26.88
511	10140	10723	10451	27.11
512	10166	10751	10478	27.34
513	10193	10778	10505	27.58
514	10219	10805	10533	27.82
515	10246	10832	10561	28.07
516	10275	10858	10589	28.32
517	10307	10883	10617	28.58
518	10340	10908	10646	28.84
519	10375	10932	10675	29.11
520	10409	10956	10704	29.38
521	10441	10977	10733	29.66
522	10478	10998	10763	29.95
523	10517	11017	10793	30.24
524	10557	11036	10823	30.53
525	10595	11056	10853	30.83
526	10626	11076	10884	31.14
527	10659	11095	10915	31.44
528	10693	11111	10947	31.76
529	10722	11129	10979	32.08
530	10752	11144	11011	32.4
531	10783	11159	11043	32.73
532	10815	11173	11076	33.07
533	10851	11188	11109	33.41
534	10881	11205	11142	33.76
535	10930	11231	11176	34.1
536	10994	11271	11210	34.39
537	11060	11321	11245	34.63
538	11131	11377	11279	34.81
539	11177	11439	11314	34.94
540	11195	11502	11349	35.01
541	11210	11565	11384	35.03
542	11221	11626	11419	34.99
543	11228	11687	11454	34.9
544	11233	11748	11489	34.75
545	11242	11807	11524	34.54
546	11255	11866	11558	34.28
547	11265	11923	11592	33.96
548	11276	11978	11626	33.58
549	11290	12032	11660	33.15
550	11308	12082	11693	32.68
551	11327	12130	11726	32.22
552	11349	12175	11758	31.78
