depth	min95%	max95%	best	accrate
214	3502	4028	3801	23.08
215	3527	4050	3824	23.08
216	3551	4073	3847	23.08
217	3575	4095	3870	23.08
218	3599	4117	3894	23.08
219	3623	4140	3917	23.08
220	3647	4162	3940	23.08
221	3671	4185	3963	23.08
222	3695	4208	3986	23.08
223	3718	4231	4009	23.08
224	3742	4254	4032	23.08
225	3766	4276	4055	23.08
226	3790	4299	4078	23.08
227	3814	4321	4101	23.08
228	3838	4344	4124	23.08
229	3862	4366	4147	23.08
230	3886	4388	4171	23.08
231	3910	4411	4194	23.08
232	3934	4433	4217	23.08
233	3958	4455	4240	23.08
234	3982	4478	4263	23.08
235	4006	4500	4286	23.08
236	4030	4522	4309	23.08
237	4054	4545	4332	23.08
238	4079	4567	4355	23.08
239	4103	4589	4378	23.08
240	4127	4612	4401	23.08
241	4151	4634	4424	23.08
242	4175	4656	4448	23.08
243	4199	4679	4471	23.08
244	4223	4701	4494	23.08
245	4247	4724	4517	23.08
246	4271	4746	4540	23.08
247	4295	4769	4563	23.08
248	4319	4792	4586	23.08
249	4344	4815	4609	23.08
250	4368	4838	4632	23.08
251	4392	4860	4655	23.08
252	4416	4883	4678	23.08
253	4440	4906	4701	23.08
254	4464	4928	4725	23.08
255	4488	4951	4748	23.08
256	4512	4974	4771	23.08
257	4536	4997	4794	23.08
258	4560	5019	4817	23.08
259	4585	5042	4840	23.08
260	4609	5065	4863	23.08
261	4633	5088	4886	23.08
262	4657	5111	4909	23.08
263	4681	5134	4932	23.08
264	4705	5156	4955	23.08
265	4729	5179	4978	23.08
266	4753	5202	5002	23.08
267	4777	5225	5025	23.08
268	4801	5247	5048	23.08
269	4826	5269	5071	23.09
270	4850	5291	5094	23.09
271	4874	5313	5117	23.09
272	4898	5336	5140	23.09
273	4922	5359	5163	23.09
274	4946	5381	5186	23.09
275	4970	5404	5209	23.09
276	4994	5426	5232	23.09
277	5018	5448	5255	23.09
278	5042	5470	5279	23.09
279	5067	5492	5302	23.09
280	5091	5514	5325	23.09
281	5115	5536	5348	23.09
282	5139	5558	5371	23.09
283	5163	5580	5394	23.09
284	5186	5602	5417	23.09
285	5210	5624	5440	23.09
286	5234	5646	5463	23.09
287	5258	5669	5486	23.09
288	5282	5691	5509	23.09
289	5307	5714	5533	23.09
290	5331	5736	5556	23.09
291	5355	5759	5579	23.09
292	5379	5781	5602	23.09
293	5403	5804	5625	23.09
294	5427	5826	5648	23.09
295	5451	5849	5671	23.09
296	5475	5871	5694	23.09
297	5499	5894	5717	23.09
298	5523	5916	5740	23.09
299	5547	5939	5763	23.09
300	5572	5961	5786	23.09
301	5596	5984	5810	23.09
302	5620	6006	5833	23.09
303	5644	6029	5856	23.09
304	5668	6052	5879	23.09
305	5692	6074	5902	23.09
306	5717	6097	5925	23.09
307	5741	6120	5948	23.09
308	5765	6143	5971	23.09
309	5789	6166	5994	23.09
310	5813	6189	6017	23.09
311	5838	6212	6040	23.09
312	5862	6234	6064	23.09
313	5886	6257	6087	23.09
314	5910	6280	6110	23.09
315	5934	6302	6133	23.09
316	5958	6325	6156	23.09
317	5982	6347	6179	23.09
318	6006	6369	6202	23.09
319	6031	6392	6225	23.09
320	6055	6414	6248	23.09
321	6079	6437	6271	23.09
322	6103	6459	6294	23.09
323	6127	6482	6318	23.09
324	6151	6505	6341	23.09
325	6175	6528	6364	23.09
326	6199	6551	6387	23.09
327	6223	6574	6410	23.09
328	6248	6597	6433	23.09
329	6272	6620	6456	23.09
330	6296	6643	6479	23.09
331	6320	6666	6502	23.09
332	6344	6689	6525	23.09
333	6368	6711	6548	23.09
334	6392	6734	6572	23.09
335	6416	6756	6595	23.09
336	6440	6779	6618	23.09
337	6464	6801	6641	23.09
