"","Amaranthaceae","Artemisia","Asteraceae","Broussasia (flat-lobed)","Broussasia (round-lobed)","Chamaesyce","Cheirodendron","Cibotium","Coprosma","Cyrtandra","Dodonaea","Euphorbia-type","Freycinetia","Gleichenia","Gouania","Gunnera","Hedyotis","Ilex","Isodendrion","Kadua","Leptecophylla","Lycium","Lycopodiella cernua","Melicope","Myrsine","Myrtaceae","Nestegis","Pandanus","Poaceae","Polypodium pellucidum","Polyscias","Pritchardia","Pteris","Rubus","Sesbania","Sida","Solanum","Taraxacum","Unknown","Urticaceae","Xylosma","cf. Nothocestrum"
"1",14.1203703703704,0,1.62037037037037,0.925925925925926,0,0,0.231481481481481,11.8055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462962962962963,0,0,0,0.231481481481481,0.231481481481481,0.231481481481481,0.231481481481481,0,0.925925925925926,0,1.15740740740741,0,0,0.925925925925926,0,0.462962962962963,10.1851851851852,1.38888888888889,0,0
"2",10.4854368932039,0,0,0,0,0,2.33009708737864,4.07766990291262,0.58252427184466,0,0,0,0,0,0,0,0,0,0,0.58252427184466,0,0,0.58252427184466,0,0.58252427184466,0,0,0,0.58252427184466,1.16504854368932,0,0,1.16504854368932,0,0,0,0,0,16.6990291262136,0,0,0
"3",4.04949381327334,0,0.224971878515186,0,0,0,1.79977502812149,4.7244094488189,0.224971878515186,1.34983127109111,0.449943757030371,0,0,0,0,0,0,0.674915635545557,0,0,0.224971878515186,0,0.224971878515186,0,6.74915635545557,0.449943757030371,0,1.79977502812149,0.674915635545557,1.12485939257593,0,0,1.12485939257593,0,0,0.224971878515186,0,0.674915635545557,20.9223847019123,0,0,0.674915635545557
"4",9.84455958549223,0,0.518134715025907,0,1.03626943005181,0.518134715025907,2.33160621761658,3.36787564766839,1.29533678756477,0.518134715025907,0,0,0,0,0,0,0.259067357512953,0.259067357512953,0.77720207253886,0,0.259067357512953,0,0.518134715025907,0,5.69948186528497,1.03626943005181,0,0.518134715025907,1.55440414507772,0.518134715025907,0,0,1.03626943005181,0,0,0,0.259067357512953,0,19.6891191709845,0,0.518134715025907,0
"5",1.06571936056838,1.06571936056838,0.710479573712256,0,0,0,0.532859680284192,5.32859680284192,0,1.06571936056838,0.355239786856128,0,0,0,1.06571936056838,0,1.24333925399645,0.355239786856128,0,0,0.710479573712256,0,0,0,1.77619893428064,0,0.355239786856128,1.06571936056838,1.06571936056838,0,0,0,1.77619893428064,0,0,0,0,0.177619893428064,15.6305506216696,0,0.710479573712256,0
"6",13.0718954248366,0,12.4183006535948,0,7.18954248366013,0,2.61437908496732,0.65359477124183,1.96078431372549,1.96078431372549,0,2.61437908496732,0,0,0,0,0,0.65359477124183,0,0.65359477124183,0,0,0,0,22.2222222222222,11.7647058823529,0,1.96078431372549,5.88235294117647,0,0,0,0,0,0,0,0,0,13.7254901960784,0,0,0
"7",2.90697674418605,0.872093023255814,2.61627906976744,0.290697674418605,0.872093023255814,0,1.45348837209302,10.4651162790698,0,2.32558139534884,0.581395348837209,0,0,0,0.290697674418605,0,0.581395348837209,0.872093023255814,0,0.290697674418605,0,0.872093023255814,0.581395348837209,0,6.68604651162791,0.581395348837209,0,0.581395348837209,0.872093023255814,0.872093023255814,0,0,0,0,0,0.872093023255814,0,0,20.3488372093023,0.872093023255814,0,0
"8",0.294117647058824,0,2.05882352941176,0.882352941176471,1.17647058823529,0,1.47058823529412,6.47058823529412,0.294117647058824,1.17647058823529,0,0.294117647058824,0,0,0,0,0.588235294117647,0.294117647058824,0.588235294117647,0,0,0,0,0.588235294117647,11.7647058823529,0.294117647058824,0.294117647058824,0.588235294117647,1.17647058823529,0.588235294117647,0.882352941176471,0,0.882352941176471,0,0,0.294117647058824,0,0,21.7647058823529,0.882352941176471,2.64705882352941,0
"9",2.75049115913556,0,2.94695481335953,0,0,0,0.196463654223969,6.67976424361493,0,3.33988212180747,0.196463654223969,0.589390962671906,0,1.17878192534381,0,0,0,0,0.982318271119843,0.196463654223969,0,0,0,0.785854616895874,1.57170923379175,0.392927308447937,0,1.96463654223969,1.57170923379175,0,0,0,0,0,0,0,0,1.96463654223969,20.0392927308448,0,0.392927308447937,0
"10",5.88235294117647,0.309597523219814,4.02476780185759,0,1.54798761609907,0,0.619195046439629,5.88235294117647,0,3.71517027863777,0.928792569659443,0.928792569659443,0,5.26315789473684,0,0.309597523219814,0,0.619195046439629,0,0,0,0,0.309597523219814,0,12.6934984520124,0.309597523219814,0,0,0.309597523219814,0,0,0,0.928792569659443,0,0,0,0,0,19.8142414860681,0,0.619195046439629,0
